ALogP,ALogp2,AMR,apol,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nC,nN,nO,nS,nF,nCl,nX,ATS0m,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS0v,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS0e,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS8e,ATS0p,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,ATS0i,ATS1i,ATS2i,ATS3i,ATS4i,ATS5i,ATS6i,ATS7i,ATS8i,ATS0s,ATS1s,ATS2s,ATS3s,ATS4s,ATS5s,ATS6s,ATS7s,ATS8s,AATS0m,AATS1m,AATS2m,AATS3m,AATS4m,AATS5m,AATS6m,AATS7m,AATS8m,AATS0v,AATS1v,AATS2v,AATS3v,AATS4v,AATS5v,AATS6v,AATS7v,AATS8v,AATS0e,AATS2e,AATS3e,AATS4e,AATS5e,AATS6e,AATS7e,AATS8e,AATS7p,AATS8p,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,AATS6i,AATS7i,AATS8i,AATS0s,AATS1s,AATS2s,AATS3s,AATS4s,AATS5s,AATS6s,AATS7s,AATS8s,ATSC0c,ATSC1c,ATSC2c,ATSC3c,ATSC4c,ATSC6c,ATSC7c,ATSC0m,ATSC1m,ATSC2m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC7m,ATSC8m,ATSC0v,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC8v,ATSC0e,ATSC1e,ATSC2e,ATSC3e,ATSC4e,ATSC5e,ATSC6e,ATSC7e,ATSC8e,ATSC0p,ATSC1p,ATSC2p,ATSC3p,ATSC4p,ATSC5p,ATSC6p,ATSC7p,ATSC8p,ATSC0i,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,ATSC0s,ATSC1s,ATSC2s,ATSC3s,ATSC4s,ATSC5s,ATSC6s,ATSC7s,ATSC8s,AATSC0c,AATSC1c,AATSC2c,AATSC0m,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC5m,AATSC6m,AATSC7m,AATSC8m,AATSC0v,AATSC1v,AATSC2v,AATSC3v,AATSC4v,AATSC5v,AATSC6v,AATSC7v,AATSC8v,AATSC0i,AATSC2i,AATSC6i,AATSC7i,AATSC8i,AATSC0s,AATSC1s,AATSC2s,AATSC3s,AATSC4s,AATSC5s,AATSC6s,AATSC7s,AATSC8s,MATS6c,MATS7c,MATS8c,MATS7m,MATS8m,MATS8v,MATS7e,MATS8e,MATS7s,MATS8s,GATS6c,GATS7c,GATS8c,GATS6m,GATS7m,GATS8m,GATS8v,GATS6e,GATS7e,GATS8e,GATS6p,GATS7p,GATS8p,GATS7i,GATS8i,GATS6s,GATS7s,GATS8s,SpAbs_DzZ,SpMax_DzZ,SpDiam_DzZ,SpAD_DzZ,SpMAD_DzZ,EE_DzZ,SM1_DzZ,VE3_DzZ,VR1_DzZ,VR2_DzZ,VR3_DzZ,SpAbs_Dzm,SpMax_Dzm,SpDiam_Dzm,SpAD_Dzm,SpMAD_Dzm,EE_Dzm,SM1_Dzm,VE3_Dzm,VR1_Dzm,VR2_Dzm,VR3_Dzm,SpAbs_Dzv,SpMax_Dzv,SpDiam_Dzv,SpAD_Dzv,SpMAD_Dzv,EE_Dzv,SM1_Dzv,VE3_Dzv,VR1_Dzv,VR2_Dzv,VR3_Dzv,SpAbs_Dze,SpMax_Dze,SpDiam_Dze,SpAD_Dze,SpMAD_Dze,EE_Dze,SM1_Dze,VE3_Dze,VR1_Dze,VR2_Dze,VR3_Dze,SpAbs_Dzp,SpMax_Dzp,SpDiam_Dzp,SpAD_Dzp,SpMAD_Dzp,EE_Dzp,SM1_Dzp,VE3_Dzp,VR1_Dzp,VR2_Dzp,VR3_Dzp,SpAbs_Dzi,SpMax_Dzi,SpDiam_Dzi,SpAD_Dzi,SpMAD_Dzi,EE_Dzi,SM1_Dzi,VE3_Dzi,VR1_Dzi,VR2_Dzi,VR3_Dzi,SpAbs_Dzs,SpMax_Dzs,SpDiam_Dzs,SpAD_Dzs,SpMAD_Dzs,EE_Dzs,SM1_Dzs,VE1_Dzs,VE3_Dzs,VR1_Dzs,VR2_Dzs,VR3_Dzs,nBase,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsM,bpol,SpMax1_Bhm,SpMax2_Bhm,SpMax3_Bhm,SpMax4_Bhm,SpMax5_Bhm,SpMax6_Bhm,SpMax7_Bhm,SpMax8_Bhm,SpMin6_Bhm,SpMin7_Bhm,SpMin8_Bhm,SpMax3_Bhv,SpMax4_Bhv,SpMax5_Bhv,SpMax6_Bhv,SpMax7_Bhv,SpMax8_Bhv,SpMin6_Bhv,SpMin7_Bhv,SpMin8_Bhv,SpMax3_Bhe,SpMax4_Bhe,SpMax5_Bhe,SpMax6_Bhe,SpMax7_Bhe,SpMax8_Bhe,SpMin5_Bhe,SpMin6_Bhe,SpMax3_Bhp,SpMax4_Bhp,SpMax5_Bhp,SpMax6_Bhp,SpMax7_Bhp,SpMax8_Bhp,SpMin5_Bhp,SpMin6_Bhp,SpMin7_Bhp,SpMin8_Bhp,SpMax4_Bhi,SpMax5_Bhi,SpMax6_Bhi,SpMax7_Bhi,SpMax8_Bhi,SpMin3_Bhi,SpMin4_Bhi,SpMin5_Bhi,SpMin6_Bhi,SpMax2_Bhs,SpMax3_Bhs,SpMax4_Bhs,SpMax5_Bhs,SpMax6_Bhs,SpMax7_Bhs,SpMax8_Bhs,SpMin3_Bhs,SpMin4_Bhs,SpMin5_Bhs,SpMin6_Bhs,SpMin7_Bhs,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,SC-3,VC-3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,Sv,Sse,Spe,Sare,Sp,Si,CrippenLogP,CrippenMR,SpMax_Dt,SpDiam_Dt,SpAD_Dt,SpMAD_Dt,EE_Dt,VE3_Dt,VR1_Dt,VR2_Dt,VR3_Dt,ECCEN,nHBd,nHBa,nwHBa,nHBint2,nHBint3,nHBint4,nHBint5,nHBint6,nHBint7,nHBint8,nHBint9,nHBint10,nHsOH,nHsNH2,nHssNH,nHaaNH,nHaaCH,nHCsats,nHCsatu,nHother,nsCH3,nssCH2,naaCH,nsssCH,ndssC,naasC,naaaC,nssssC,nsNH2,nssNH,naaNH,ndsN,naaN,nsOH,ndO,nssO,nsF,nddssS,nsCl,SHBd,SHBa,SwHBa,SHBint2,SHBint3,SHBint4,SHBint5,SHBint6,SHBint7,SHBint8,SHBint9,SHBint10,SHsOH,SHsNH2,SHssNH,SHaaCH,SHCsats,SHother,SsCH3,SssCH2,SaaCH,SsssCH,SdssC,SaasC,SaaaC,SssssC,SsNH2,SdNH,SssNH,SaaNH,StN,SdsN,SaaN,SsssN,SaasN,SsOH,SdO,SssO,SaaO,SsOm,SsF,SaaS,SddssS,minHBa,minwHBa,minHBint2,minHBint3,minHBint4,minHBint5,minHBint6,minHBint7,minHBint8,minHBint9,minHBint10,minsCH3,minssCH2,minaaCH,mindssC,minaasC,minssssC,minsNH2,mindNH,minssNH,minaaNH,mintN,mindsN,minaaN,minsssN,minaasN,minsOH,mindO,minssO,minaaO,minsOm,minsF,minaaS,minddssS,maxHBa,maxwHBa,maxHBint2,maxHBint3,maxHBint4,maxHBint5,maxHBint6,maxHBint7,maxHBint8,maxHBint9,maxHBint10,maxsCH3,maxssCH2,maxaaCH,maxaasC,maxsNH2,maxdNH,maxssNH,maxaaNH,maxtN,maxdsN,maxaaN,maxsssN,maxaasN,maxsOH,maxdO,maxssO,maxaaO,maxsOm,maxsF,sumI,meanI,gmax,gmin,LipoaffinityIndex,MAXDN,MAXDP,DELS,MAXDN2,MAXDP2,DELS2,ETA_Alpha,ETA_Beta,ETA_Beta_s,ETA_Beta_ns,ETA_dBeta,ETA_Beta_ns_d,ETA_Eta,ETA_Eta_R,ETA_Eta_F,ETA_Eta_L,ETA_Eta_R_L,ETA_Eta_F_L,fragC,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,IC1,IC2,IC3,IC4,IC5,TIC0,TIC1,TIC2,TIC3,TIC4,TIC5,CIC0,CIC1,CIC2,MIC0,MIC1,MIC2,MIC3,MIC4,MIC5,ZMIC0,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,Kier1,Kier2,Kier3,nAtomLC,nAtomP,nAtomLAC,MLogP,McGowan_Volume,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEO-11,MDEO-12,MDEO-22,MDEN-22,MDEN-23,MLFER_A,MLFER_BH,MLFER_BO,MLFER_S,MLFER_E,MLFER_L,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,MPC9,MPC10,TPC,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,nRing,n5Ring,n6Ring,nFRing,nF9Ring,nF10Ring,nTRing,nT5Ring,nT6Ring,nT9Ring,nT10Ring,nHeteroRing,n5HeteroRing,n6HeteroRing,nF9HeteroRing,nT5HeteroRing,nT6HeteroRing,nT9HeteroRing,nRotB,nRotBt,LipinskiFailures,topoRadius,topoDiameter,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,SpMax_D,SpDiam_D,SpAD_D,SpMAD_D,EE_D,VE3_D,VR1_D,VR2_D,VR3_D,TopoPSA,VABC,VAdjMat,MWC2,MWC3,MWC4,MWC5,MWC6,MWC7,MWC8,MWC9,MWC10,TWC,SRW2,SRW4,SRW5,SRW6,SRW7,SRW8,SRW9,SRW10,TSRW,MW,AMW,WTPT-1,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,XLogP,Zagreb
0.8343,0.69605649,25.4467,39.605344,12,12,33,25,8,13,3,3,1,5,0,5,6072.594456,5702.132389,7856.749687,9358.954348,7985.628764,6238.277086,4982.296266,5108.205401,5224.491486,8615.501794,10447.42676,14941.34838,16267.47423,13738.1947,10873.2663,9269.731216,9501.647845,9436.433657,311.178325,291.283228,473.264448,639.761364,617.23895,530.110374,398.85307,352.682052,383.335538,55.33346024,66.87775644,92.95272802,98.56407867,82.89888743,66.16158548,58.55110128,58.37137456,56.48430511,5942.841498,5262.889903,8587.816449,12110.08977,12042.06536,10575.70214,7893.429637,6729.503643,7299.161749,544.605024,160.3734568,395.75,663.9444444,647.5216049,545.9212963,358.0864198,286.3009259,397.4197531,184.0180138,167.7097762,145.4953646,133.6993478,117.4357171,105.7335099,110.7176948,127.705135,124.3926544,261.0758119,307.2772578,276.6916366,232.392489,202.032275,184.2926492,205.994027,237.5411961,224.6769918,9.429646212,8.764156444,9.139448057,9.077043382,8.984921593,8.863401556,8.8170513,9.127036619,1.459284364,1.344864407,180.086106,154.7908795,159.0336379,173.0012824,177.0891965,179.2491888,175.4095475,168.2375911,173.7895655,16.50318255,4.716866376,7.328703704,9.484920635,9.522376543,9.252903327,7.957475995,7.157523148,9.462375073,1.072214893,-0.485144617,0.154689692,-0.244183976,-0.152693014,0.210090684,-0.294814092,1667.377397,145.2607668,-244.3723319,-328.07727,-83.90206584,598.0790895,189.5421729,75.98340589,-314.6546496,1219.863094,163.1867265,-254.1070694,-392.1200837,-391.608202,284.2615954,338.8668802,35.48855659,-140.3559062,8.541833333,-0.656180889,0.390198,0.999051778,1.565660556,2.437422889,1.357065,-0.780976889,-1.165888667,10.56753089,-0.157318419,-2.542200429,-2.111216346,-3.225437168,1.621673574,2.080995572,-0.624282626,-0.877708108,153.202877,-6.266495882,-37.16662737,14.61286241,14.23648719,38.42021111,22.00088901,-13.0177016,-34.40439986,233.4969032,-29.69145643,17.59648061,32.35840526,40.03806907,42.87619807,23.47454601,-28.41089691,-10.5075989,0.03249136,-0.014268959,0.002864624,50.5265878,4.272375495,-4.525413553,-4.686818143,-1.233853909,10.13693372,4.212048287,1.899585147,-7.491777371,36.9655483,4.799609603,-4.70568647,-5.601715481,-5.758944147,4.817993142,7.530375116,0.887213915,-3.341807291,4.642511424,-0.688270877,0.488908645,-0.32544254,-0.819152378,7.075663733,-0.87327813,0.325860752,0.462262932,0.588795133,0.726715222,0.521656578,-0.710272423,-0.250180926,0.143689947,-0.226840373,0.385865213,0.037595754,-0.148273962,-0.090403293,-0.075429467,-0.107243415,-0.100382445,-0.035357945,0.771505271,1.144035612,0.570781946,0.928690706,0.84413562,1.061590875,1.061443983,0.750300547,0.940950881,1.120074925,0.732133795,0.981720719,1.010821766,0.982139733,1.202018279,0.784141925,0.950852252,1.031491854,184.0113865,93.2802951,148.8616246,186.9263865,7.477055462,93.2802951,3.470238095,-7.460713111,271.6098333,10.86439333,14.0109165,183.1568088,92.93752228,148.5135442,186.2140735,7.448562941,92.93752228,3.63960084,-7.189829965,267.9356952,10.71742781,13.97686752,270.0322825,132.6508028,209.5854375,267.1938764,10.68775506,132.6508028,-4.73067677,-7.758507552,315.6294915,12.62517966,14.38642258,196.9227621,99.8639458,157.2882465,199.5034812,7.98013925,99.8639458,2.805129484,-4.447270304,219.2593325,8.770373299,13.47563799,327.310831,156.4712587,242.4283809,319.7801096,12.79120438,156.4712587,-14.36831366,-4.75794022,315.6330954,12.62532382,14.38645112,191.5890736,97.23292021,151.7770295,194.2356991,7.769427963,97.23292021,2.876766786,-3.762417584,213.5773941,8.543095762,13.40999817,274.0501106,137.100447,217.0358601,275.0391825,11.0015673,137.100447,2.726648352,1.007891103,0.019650329,698.4256004,27.93702402,16.37207165,0,31.97207239,-0.261791107,0.273527043,3.927167707,10.88407238,26,34,31,19,11,3,3,15,22.854656,4.716412704,3.961449981,3.708229286,3.340017026,3.049267013,2.929413707,2.619181914,2.51246932,0.894405108,0.744823034,0.663745208,3.473212565,3.118885773,2.789411591,2.709874903,2.645815032,2.393470538,0.978135776,0.972222624,0.773257213,3.644386935,3.350465389,3.005816981,2.915448097,2.771820215,2.584259567,0.798620231,0.768520056,3.556127395,3.076525115,2.729714874,2.669789423,2.665925019,2.379663291,1.08047095,1.024553152,0.960278991,0.783598019,3.374835793,3.036984631,2.955049075,2.838078588,2.649575781,1.475945621,1.135696811,0.751184122,0.738564276,5.063591725,4.955611625,4.878958687,4.761612491,4.731112201,4.709196818,3.956521739,1.385493985,0.973344683,0.817515543,0.631215845,0.522589247,0,12,0,0,0,0,3.101495463,0.789225893,6.03248646,8.266986717,11.15217916,1.241647785,1.26610473,1.245697114,18.93879311,11.51876307,11.6196894,9.14980587,6.518464886,4.724756391,3.069775064,1.845728786,12.11330864,6.629417983,4.983046524,3.120925261,1.847089221,1.108525577,0.568322809,0.271950967,24.00542723,36.39293518,36.34117647,37.1,23.01517605,261.7376671,3.78748,72.6278,193.0019338,282.104565,386.0038676,15.4401547,193.0019338,-12.25799861,292.1907278,11.68762911,14.19351692,527,3,11,13,6,2,2,3,6,1,5,0,0,0,1,2,0,4,0,0,4,0,0,4,0,1,8,0,0,1,2,0,0,0,0,3,0,5,1,0,1.957648994,108.5091294,-9.700915127,31.59313763,20.02508226,19.46790493,26.37597199,34.71180371,8.027359201,28.16652166,0.0,0.0,0.0,0.587696367,1.369952628,2.599336569,0.0,2.599336569,0.0,0.0,4.458160263,0.0,-1.315162037,-12.84391335,0.0,0.0,5.019754892,0.0,3.536149232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0779309,0.0,0.0,0.0,65.87529436,0.0,-5.48414018,1.500311201,-2.357421051,0.938210638,10.01254113,9.733952466,8.408823996,1.196454614,8.027359201,0.881727442,0.0,0.0,0.0,0.0,1.096938166,-1.315162037,-2.357421051,0.0,5.019754892,0.0,1.500311201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21507579,0.0,0.0,0.0,12.83670898,0.0,-5.48414018,13.44671688,1.132141965,8.673036733,10.01254113,9.733952466,9.558323996,8.174857111,8.027359201,8.350841967,0.0,0.0,0.0,0.0,1.132141965,0.0,5.019754892,0.0,2.035838031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64777931,0.0,0.0,0.0,13.44671688,93.32407407,3.732962963,13.44671688,-5.48414018,7.974560422,5.808214254,5.446716883,79.9459603,4.884473699,5.441819423,78.99548922,10.96187,35.25,16.0,19.25,3.25,3.5,15.83151,47.44336,31.61185,4.33879,11.51871,7.17992,76.12,6,11,9,6,3,4,3.431688636,3.881832666,4.294246013,4.377727453,4.438333513,73.23987412,113.245725,128.100478,141.7101184,144.4650059,146.4650059,2.825003994,1.612705483,1.162561454,29.01091677,41.39444994,45.46379345,50.23132838,51.15115,51.87842273,80.42119444,59.61349272,51.26458552,42.0161958,40.23521748,39.12816508,21.30177515,8.347140039,5.041666667,4,20,0,1.57,2.1496,0.0,0.0,0.0,0.0,3.301927249,7.999238264,0.0,11.50557439,0.0,0.595275394,0.0,0.0,0.5,0.0,0.256,0.643,0.652,2.503,1.495,11.314,39,48,55,64,64,58,54,48,58,539,3.583518938,4.276666119,4.731802837,5.208119099,5.683154507,5.846438775,5.863631176,5.887318571,5.778619348,6.24876795,7.868349936,4.846474954,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,11,0,7,13,7.5,4.222222222,2.625,1.888888889,0.868055556,0.568163265,0.461805556,134.7545724,208.3680092,269.5091448,10.78036579,134.7545724,-4.367421624,222.5695045,8.902780179,13.51309858,109.67,276.6439096,5.64385619,4.875197323,5.720311777,6.613384218,7.475905969,8.366602833,9.234935419,10.12466918,10.99596439,11.88539206,126.2923632,3.970291914,5.342334252,0.0,6.896694332,0.0,8.533263372,0.0,10.21438554,10.42364946,381.0206532,11.5460804,49.11171212,31.59149132,7.306448067,8.470014333,1634,42,1.893,130
-0.8199,0.67223601,26.6998,41.667516,12,12,33,21,12,13,3,3,1,0,1,1,5528.664591,5035.401587,6523.288083,6151.25162,4976.222719,4200.793887,3648.405409,4269.086965,3637.475656,8358.587702,9999.235024,14044.9649,14734.23529,12248.76758,9850.98695,8635.89378,8738.035515,8230.45972,270.127806,274.376106,439.450204,564.404144,543.757044,475.554676,361.734844,318.589572,335.004,60.31306686,70.32158368,99.8403825,108.248725,89.65283359,69.14639289,63.27449592,62.70486483,62.03659145,5332.901734,5040.469724,8142.97609,11062.38086,11026.63922,9868.212479,7377.214551,6241.689985,6635.883363,235.3047649,108.6162551,288.7993827,270.2407407,275.5668724,241.0632716,174.4526749,136.4182099,246.1193416,167.5352906,148.1000467,120.8016312,87.87502314,73.17974587,71.19989639,81.07567576,106.7271741,86.60656324,253.2905364,294.0951478,260.0919425,210.4890755,180.1289351,166.9658805,191.9087507,218.4508879,195.9633267,8.185691091,8.137966741,8.062916343,7.996427118,8.060248746,8.038552089,7.9647393,7.976285714,1.567621621,1.477061701,161.6030829,148.2491095,150.7958535,158.0340122,162.156459,167.2578386,163.9381011,156.0422496,157.9972229,7.130447421,3.19459574,5.348136717,3.860582011,4.052454006,4.085818163,3.876726109,3.410455247,5.859984323,0.58064596,-0.490732752,0.460203624,-0.262380547,-0.008756313,0.054762894,-0.29298876,2312.781613,270.9479307,-199.1284477,-1095.910035,-693.3130729,370.7799858,-97.85855293,401.2463997,13.68841949,1600.638826,158.9240131,-367.2796175,-605.3927771,-522.857799,368.2524183,297.0682121,-65.26593412,-254.9779743,3.633464061,-0.107105396,2.072195416,-2.131401947,-1.543511519,-1.384042593,-0.137149113,0.688696654,2.921376529,10.61461831,-0.233437258,-1.698388278,-2.582736744,-4.008588195,2.059697475,2.164158402,-1.449965829,-0.782520797,54.70648526,1.856053196,-1.404697785,-17.16229972,-29.51722069,-2.779072775,20.46506071,0.682681578,8.866301402,95.1708327,-26.52069256,54.47748692,-24.63858617,-9.939663457,-38.00039797,-6.424595463,-23.44713289,75.85721816,0.017595332,-0.014433316,0.008522289,70.08429129,7.969056786,-3.687563846,-15.65585765,-10.19578048,6.284406538,-2.174634509,10.03115999,0.32591475,48.50420685,4.674235679,-6.801474399,-8.648468244,-7.68908528,6.241566413,6.601515824,-1.631648353,-6.070904151,1.657772281,-0.026012922,0.454779127,0.017067039,0.211102414,2.883964627,-0.780020369,1.00884235,-0.351979802,-0.146171521,-0.644074542,-0.142768788,-0.586178322,1.806124242,0.069163411,-0.416287624,0.595707257,0.143129934,0.004650325,-0.125162425,0.156372742,0.631729731,-0.203254338,0.626264353,0.99630486,1.294611284,0.194984117,0.912419884,0.710678216,0.871829096,1.121735829,0.994270183,0.680071237,0.267415175,0.746050536,1.026062058,0.984520359,0.96452456,0.804520215,0.984880072,1.013362756,0.286463481,144.1442813,72.8370972,118.1298002,146.1281248,6.958482135,72.8370972,2.450630252,-3.606123834,159.5970058,7.59985742,10.65256904,144.0907261,72.81575255,118.1141383,146.0836448,6.95636404,72.81575255,2.461840742,-3.613361708,159.5596634,7.598079209,10.65207763,201.7621569,99.92403352,161.949946,200.7595384,9.559978018,99.92403352,-1.914089814,-4.255042839,149.6380027,7.125619177,10.51726003,158.0911462,79.76927995,126.6222357,159.400711,7.590510046,79.76927995,1.447413657,-5.5247496,171.7381497,8.178007131,10.80653896,215.5131992,105.6849269,173.9168744,213.674429,10.17497281,105.6849269,-4.143345362,-3.564333388,148.1046709,7.052603375,10.49563044,155.3988275,78.31936963,122.939394,156.5206524,7.453364401,78.31936963,1.239911731,-8.555572812,225.940009,10.75904805,11.38256599,261.9129586,129.6107587,205.1523627,260.8021692,12.41915091,129.6107587,-2.036937527,0.813831766,-0.432603381,324.3372943,15.44463306,12.14174641,0,34.96885388,-0.261703769,0.273208104,4.995172814,10.88715768,22,34,31,19,7,3,3,15,21.632484,4.716412674,3.965518072,3.714628833,3.441134028,3.141373887,2.619181914,2.619181914,2.535531108,1.082250302,0.923317302,0.730442554,3.472658056,3.118171103,2.705754966,2.645815032,2.645815032,2.391309595,1.007167592,0.966928421,0.77043256,3.639336843,3.336164024,2.838872254,2.771820215,2.771820215,2.563239524,0.798620231,0.798620231,3.556267838,3.091017021,2.718766726,2.665925019,2.665925019,2.389045824,0.960278991,0.960278991,0.950666925,0.749546611,3.358037758,2.879936184,2.838078588,2.838078588,2.617140314,1.475999062,1.139118425,0.738564276,0.738564276,4.539713746,3.804291543,3.756943247,3.739726027,3.047652364,2.904548598,2.759502153,1.440333571,1.104292434,0.868923635,0.868923635,0.79349034,0,12,0,0,0,0,2.495961531,0.762813667,3.416515872,4.297495176,4.855881737,1.03043133,0.988695282,0.951875967,15.45781916,9.842355159,9.786148665,6.678331205,5.063289988,3.889509023,2.438899073,1.650478113,11.66678077,6.572820715,4.981464147,3.026656962,1.809215152,1.192093286,0.585594404,0.289424944,22.94716548,34.15076475,33.22745098,33.552,24.25000958,249.9097641,3.74538,77.8478,149.3070852,217.3233436,298.6141704,14.2197224,149.3070852,-4.035377945,183.6700479,8.746192758,10.94759595,439,3,7,13,6,0,0,1,4,1,5,0,0,0,1,2,0,8,0,0,8,0,0,8,0,1,4,0,0,1,2,0,0,0,0,3,0,0,1,1,1.556599026,45.58531361,15.64122973,26.98436276,0.0,0.0,0.390400411,15.43491518,0.396597096,21.79763274,0.0,0.0,0.0,0.554194121,1.002404905,4.298709117,0.0,4.298709117,0.0,0.0,13.42455961,0.0,-0.389174383,2.605844504,0.0,0.0,5.146459071,0.0,5.321584673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.33216047,0.0,0.0,0.0,0.0,0.0,-5.223456917,0.785109393,-0.389174383,1.305134064,0.0,0.0,0.390400411,1.454577771,0.396597096,1.494613168,0.0,0.0,0.0,0.0,1.401433584,-0.389174383,0.145277918,0.0,5.146459071,0.0,2.624671963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.26461035,0.0,0.0,0.0,0.0,0.0,-5.223456917,11.80293978,1.963031606,6.242780828,0.0,0.0,0.390400411,5.690304802,0.396597096,6.541119832,0.0,0.0,0.0,0.0,1.963031606,1.264492529,5.146459071,0.0,2.69691271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.80293978,0.0,0.0,0.0,0.0,56.00308642,2.666813639,11.80293978,-5.223456917,4.831014396,5.547530991,4.802939775,29.60040843,4.658179311,4.75047064,31.49212746,10.24761,30.25,13.0,17.25,4.25,1.5,12.46968,34.30971,21.84003,3.8716,9.84232,5.97072,64.08,6,6,4,6,3,4,3.165606241,3.650454725,4.13530321,4.256515331,4.195909271,65.82996459,104.4650059,120.4650059,136.4650059,140.4650059,138.4650059,3.049546708,1.878787879,1.393939394,26.55489333,37.43414964,41.91994662,43.7409739,43.86313451,43.25726021,66.86109668,49.61387846,40.06812872,35.58610804,35.09049734,36.77260037,17.3553719,7.513007284,5.605536332,4,20,0,2.01,2.1835,0.0,0.0,0.0,0.0,7.150882871,12.60348046,0.0,2.373286353,0.0,0.595275394,0.0,0.0,0.5,0.0,0.096,0.803,0.848,2.867,2.22,12.74,31,34,39,46,44,44,40,34,40,395,3.465735903,4.094344562,4.460144414,4.936270879,5.422192916,5.473845064,5.644784134,5.662526358,5.425500527,5.968227905,7.592429162,5.018037975,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,7,0,7,13,6.5,2.444444444,1.375,0.964444444,0.645833333,0.404897959,0.211805556,107.1691979,167.4179886,214.3383957,10.20659027,107.1691979,-6.679122832,235.1669672,11.19842701,11.4666211,109.67,261.5171831,5.392317423,4.672828834,5.468060141,6.329720906,7.142827401,8.001355026,8.821289805,9.678154105,10.50136205,11.35759242,114.9731907,3.80666249,5.129898715,0.0,6.624065228,0.0,8.188966864,0.0,9.788357245,10.01726257,325.0287899,9.84935727,41.75147122,21.56383659,7.30828608,8.479,1088,28,2.194,106
